Geography,Geographic Area Name,Estimate!!Median household income in the past 12 months (in 2021 inflation-adjusted dollars),Annotation of Estimate!!Median household income in the past 12 months (in 2021 inflation-adjusted dollars),Margin of Error!!Median household income in the past 12 months (in 2021 inflation-adjusted dollars),Annotation of Margin of Error!!Median household income in the past 12 months (in 2021 inflation-adjusted dollars)
1400000US37183052407,"Census Tract 524.07, Wake County, North Carolina",60474,null,8888,null
1400000US37183052408,"Census Tract 524.08, Wake County, North Carolina",35000,null,10564,null
1400000US37183052409,"Census Tract 524.09, Wake County, North Carolina",27079,null,10163,null
1400000US37183052410,"Census Tract 524.10, Wake County, North Carolina",59865,null,15523,null
1400000US37183052411,"Census Tract 524.11, Wake County, North Carolina",55658,null,13473,null
1400000US37183052504,"Census Tract 525.04, Wake County, North Carolina",75598,null,17011,null
1400000US37183052505,"Census Tract 525.05, Wake County, North Carolina",72536,null,20900,null
1400000US37183052506,"Census Tract 525.06, Wake County, North Carolina",79000,null,22434,null
1400000US37183052507,"Census Tract 525.07, Wake County, North Carolina",83493,null,23770,null
1400000US37183052508,"Census Tract 525.08, Wake County, North Carolina",82000,null,31739,null
1400000US37183052509,"Census Tract 525.09, Wake County, North Carolina",70332,null,23102,null
1400000US37183052601,"Census Tract 526.01, Wake County, North Carolina",151750,null,29995,null
1400000US37183052602,"Census Tract 526.02, Wake County, North Carolina",93750,null,15488,null
1400000US37183052603,"Census Tract 526.03, Wake County, North Carolina",91156,null,19104,null
1400000US37183052701,"Census Tract 527.01, Wake County, North Carolina",51065,null,13862,null
1400000US37183052704,"Census Tract 527.04, Wake County, North Carolina",38833,null,5882,null
1400000US37183052705,"Census Tract 527.05, Wake County, North Carolina",76627,null,10561,null
1400000US37183052706,"Census Tract 527.06, Wake County, North Carolina",66442,null,15979,null
1400000US37183052707,"Census Tract 527.07, Wake County, North Carolina",63004,null,8185,null
1400000US37183052801,"Census Tract 528.01, Wake County, North Carolina",69018,null,10087,null
1400000US37183052802,"Census Tract 528.02, Wake County, North Carolina",61202,null,10164,null
1400000US37183052807,"Census Tract 528.07, Wake County, North Carolina",62188,null,11476,null
1400000US37183052809,"Census Tract 528.09, Wake County, North Carolina",81950,null,12030,null
1400000US37183052810,"Census Tract 528.10, Wake County, North Carolina",84478,null,9696,null
1400000US37183052811,"Census Tract 528.11, Wake County, North Carolina",58292,null,17987,null
1400000US37183052812,"Census Tract 528.12, Wake County, North Carolina",76200,null,27561,null
1400000US37183052813,"Census Tract 528.13, Wake County, North Carolina",53304,null,9140,null
1400000US37183052814,"Census Tract 528.14, Wake County, North Carolina",75707,null,19030,null
1400000US37183052815,"Census Tract 528.15, Wake County, North Carolina",47329,null,23306,null
1400000US37183052816,"Census Tract 528.16, Wake County, North Carolina",76029,null,20002,null
1400000US37183052901,"Census Tract 529.01, Wake County, North Carolina",89643,null,36381,null
1400000US37183052902,"Census Tract 529.02, Wake County, North Carolina",80915,null,7469,null
1400000US37183052903,"Census Tract 529.03, Wake County, North Carolina",108682,null,10517,null
1400000US37183052905,"Census Tract 529.05, Wake County, North Carolina",84402,null,32733,null
1400000US37183052906,"Census Tract 529.06, Wake County, North Carolina",78657,null,14973,null
1400000US37183053003,"Census Tract 530.03, Wake County, North Carolina",80581,null,9858,null
1400000US37183053004,"Census Tract 530.04, Wake County, North Carolina",103613,null,4606,null
1400000US37183053005,"Census Tract 530.05, Wake County, North Carolina",166786,null,16119,null
1400000US37183053006,"Census Tract 530.06, Wake County, North Carolina",141128,null,25919,null
1400000US37183053007,"Census Tract 530.07, Wake County, North Carolina",126750,null,25688,null
1400000US37183053009,"Census Tract 530.09, Wake County, North Carolina",78253,null,4817,null
1400000US37183053010,"Census Tract 530.10, Wake County, North Carolina",132647,null,33525,null
1400000US37183053011,"Census Tract 530.11, Wake County, North Carolina",78347,null,21925,null
1400000US37183053105,"Census Tract 531.05, Wake County, North Carolina",83550,null,11988,null
1400000US37183053106,"Census Tract 531.06, Wake County, North Carolina",64418,null,12457,null
1400000US37183053109,"Census Tract 531.09, Wake County, North Carolina",89701,null,20708,null
1400000US37183053110,"Census Tract 531.10, Wake County, North Carolina",101154,null,36680,null
1400000US37183053111,"Census Tract 531.11, Wake County, North Carolina",114773,null,5792,null
1400000US37183053112,"Census Tract 531.12, Wake County, North Carolina",85850,null,16205,null
1400000US37183053113,"Census Tract 531.13, Wake County, North Carolina",78646,null,16127,null
1400000US37183053114,"Census Tract 531.14, Wake County, North Carolina",77633,null,12330,null
1400000US37183053115,"Census Tract 531.15, Wake County, North Carolina",64464,null,37918,null
1400000US37183053202,"Census Tract 532.02, Wake County, North Carolina",120781,null,72288,null
1400000US37183053203,"Census Tract 532.03, Wake County, North Carolina",126662,null,12468,null
1400000US37183053204,"Census Tract 532.04, Wake County, North Carolina",87404,null,18900,null
1400000US37183053205,"Census Tract 532.05, Wake County, North Carolina",108688,null,12110,null
1400000US37183053206,"Census Tract 532.06, Wake County, North Carolina",103664,null,4574,null
1400000US37183053208,"Census Tract 532.08, Wake County, North Carolina",129517,null,6026,null
1400000US37183053209,"Census Tract 532.09, Wake County, North Carolina",122206,null,25311,null
1400000US37183053210,"Census Tract 532.10, Wake County, North Carolina",141610,null,26858,null
1400000US37183053211,"Census Tract 532.11, Wake County, North Carolina",165074,null,21562,null
1400000US37183053405,"Census Tract 534.05, Wake County, North Carolina",132500,null,15064,null
1400000US37183053408,"Census Tract 534.08, Wake County, North Carolina",137972,null,24005,null
1400000US37183053409,"Census Tract 534.09, Wake County, North Carolina",151940,null,10978,null
1400000US37183053410,"Census Tract 534.10, Wake County, North Carolina",194737,null,46631,null
1400000US37183053411,"Census Tract 534.11, Wake County, North Carolina",166613,null,15801,null
1400000US37183053415,"Census Tract 534.15, Wake County, North Carolina",129730,null,25597,null
1400000US37183053417,"Census Tract 534.17, Wake County, North Carolina",89196,null,26170,null
1400000US37183053419,"Census Tract 534.19, Wake County, North Carolina",130357,null,21533,null
1400000US37183053421,"Census Tract 534.21, Wake County, North Carolina",107868,null,12144,null
1400000US37183053422,"Census Tract 534.22, Wake County, North Carolina",150417,null,12956,null
1400000US37183053423,"Census Tract 534.23, Wake County, North Carolina",98889,null,17930,null
1400000US37183053424,"Census Tract 534.24, Wake County, North Carolina",139509,null,8660,null
1400000US37183053425,"Census Tract 534.25, Wake County, North Carolina",156034,null,23172,null
1400000US37183053426,"Census Tract 534.26, Wake County, North Carolina",146250,null,38329,null
1400000US37183053427,"Census Tract 534.27, Wake County, North Carolina",127667,null,17582,null
1400000US37183053428,"Census Tract 534.28, Wake County, North Carolina",163617,null,29662,null
1400000US37183053429,"Census Tract 534.29, Wake County, North Carolina",125771,null,16136,null
1400000US37183053430,"Census Tract 534.30, Wake County, North Carolina",91146,null,36590,null
1400000US37183053431,"Census Tract 534.31, Wake County, North Carolina",78658,null,15171,null
1400000US37183053432,"Census Tract 534.32, Wake County, North Carolina",96399,null,16890,null
1400000US37183053433,"Census Tract 534.33, Wake County, North Carolina",127995,null,34531,null
1400000US37183053434,"Census Tract 534.34, Wake County, North Carolina",121481,null,39509,null
1400000US37183053435,"Census Tract 534.35, Wake County, North Carolina",103963,null,23497,null
1400000US37183053436,"Census Tract 534.36, Wake County, North Carolina",88512,null,18455,null
1400000US37183053505,"Census Tract 535.05, Wake County, North Carolina",102348,null,10847,null
1400000US37183053506,"Census Tract 535.06, Wake County, North Carolina",98958,null,26638,null
1400000US37183053507,"Census Tract 535.07, Wake County, North Carolina",57383,null,18816,null
1400000US37183053509,"Census Tract 535.09, Wake County, North Carolina",150750,null,21330,null
1400000US37183053512,"Census Tract 535.12, Wake County, North Carolina",92212,null,14905,null
1400000US37183053513,"Census Tract 535.13, Wake County, North Carolina",72250,null,11521,null
1400000US37183053516,"Census Tract 535.16, Wake County, North Carolina",83156,null,20482,null
1400000US37183053517,"Census Tract 535.17, Wake County, North Carolina",66284,null,11829,null
1400000US37183053518,"Census Tract 535.18, Wake County, North Carolina",95046,null,19023,null
1400000US37183053519,"Census Tract 535.19, Wake County, North Carolina",63490,null,5219,null
1400000US37183053520,"Census Tract 535.20, Wake County, North Carolina",77212,null,20396,null
1400000US37183053521,"Census Tract 535.21, Wake County, North Carolina",99566,null,36331,null
1400000US37183053522,"Census Tract 535.22, Wake County, North Carolina",104366,null,11230,null
1400000US37183053523,"Census Tract 535.23, Wake County, North Carolina",154130,null,49812,null
1400000US37183053524,"Census Tract 535.24, Wake County, North Carolina",70101,null,12762,null
1400000US37183053525,"Census Tract 535.25, Wake County, North Carolina",108125,null,16261,null
1400000US37183053603,"Census Tract 536.03, Wake County, North Carolina",165093,null,23755,null
1400000US37183053604,"Census Tract 536.04, Wake County, North Carolina",190769,null,36250,null
1400000US37183053608,"Census Tract 536.08, Wake County, North Carolina",145141,null,24611,null
1400000US37183053609,"Census Tract 536.09, Wake County, North Carolina",82936,null,9212,null
1400000US37183053611,"Census Tract 536.11, Wake County, North Carolina",115109,null,20534,null
1400000US37183053612,"Census Tract 536.12, Wake County, North Carolina",126293,null,22464,null
1400000US37183053613,"Census Tract 536.13, Wake County, North Carolina",73661,null,34767,null
1400000US37183053614,"Census Tract 536.14, Wake County, North Carolina",124799,null,27691,null
1400000US37183053615,"Census Tract 536.15, Wake County, North Carolina",97447,null,14657,null
1400000US37183053616,"Census Tract 536.16, Wake County, North Carolina",111920,null,28026,null
1400000US37183053617,"Census Tract 536.17, Wake County, North Carolina",131739,null,13153,null
1400000US37183053618,"Census Tract 536.18, Wake County, North Carolina",98684,null,17705,null
1400000US37183053619,"Census Tract 536.19, Wake County, North Carolina",68068,null,36421,null
1400000US37183053620,"Census Tract 536.20, Wake County, North Carolina",113542,null,19878,null
1400000US37183053711,"Census Tract 537.11, Wake County, North Carolina",130875,null,15293,null
1400000US37183053712,"Census Tract 537.12, Wake County, North Carolina",122016,null,19976,null
1400000US37183053713,"Census Tract 537.13, Wake County, North Carolina",45822,null,9073,null
1400000US37183053714,"Census Tract 537.14, Wake County, North Carolina",103080,null,12986,null
1400000US37183053715,"Census Tract 537.15, Wake County, North Carolina",103958,null,41780,null
1400000US37183053716,"Census Tract 537.16, Wake County, North Carolina",62008,null,21209,null
1400000US37183053717,"Census Tract 537.17, Wake County, North Carolina",82823,null,17883,null
1400000US37183053718,"Census Tract 537.18, Wake County, North Carolina",123300,null,23888,null
1400000US37183053719,"Census Tract 537.19, Wake County, North Carolina",135313,null,17352,null
1400000US37183053720,"Census Tract 537.20, Wake County, North Carolina",156786,null,29716,null
1400000US37183053721,"Census Tract 537.21, Wake County, North Carolina",160189,null,9501,null
1400000US37183053722,"Census Tract 537.22, Wake County, North Carolina",84479,null,18372,null
1400000US37183053723,"Census Tract 537.23, Wake County, North Carolina",69526,null,15776,null
1400000US37183053724,"Census Tract 537.24, Wake County, North Carolina",101731,null,22849,null
1400000US37183053725,"Census Tract 537.25, Wake County, North Carolina",100340,null,4090,null
1400000US37183053726,"Census Tract 537.26, Wake County, North Carolina",67294,null,5104,null
1400000US37183053727,"Census Tract 537.27, Wake County, North Carolina",116025,null,24935,null
1400000US37183053728,"Census Tract 537.28, Wake County, North Carolina",68521,null,8353,null
1400000US37183053729,"Census Tract 537.29, Wake County, North Carolina",98250,null,27259,null
1400000US37183053730,"Census Tract 537.30, Wake County, North Carolina",62431,null,9237,null
1400000US37183053803,"Census Tract 538.03, Wake County, North Carolina",211213,null,12487,null
1400000US37183053804,"Census Tract 538.04, Wake County, North Carolina",151186,null,37599,null
1400000US37183053805,"Census Tract 538.05, Wake County, North Carolina",148125,null,25451,null
1400000US37183053806,"Census Tract 538.06, Wake County, North Carolina",136509,null,6670,null
1400000US37183053807,"Census Tract 538.07, Wake County, North Carolina",120667,null,24858,null
